,0,1,2
36270,3.25,20,"[19, 39]"
36271,2.0,33,"[21, 44]"
36272,2.0,24,"[12, 27]"
36273,3.0,8,[23]
36274,3.5,17,"[25, 41]"
36275,2.5,30,"[25, 28]"
36276,5.0,22,"[11, 14]"
36277,1.5,25,"[14, 18]"
36278,1.5,24,"[12, 32]"
36279,3.0,34,"[35, 38]"
36280,5.0,11,[12]
36281,1.0,37,"[32, 35]"
36282,3.5,15,"[16, 19]"
36283,5.5,10,"[22, 25]"
36284,3.75,11,"[24, 32]"
36285,5.0,21,"[11, 14]"
36286,2.25,18,[18]
36287,4.25,20,"[11, 14]"
36288,1.75,30,"[29, 43]"
36289,3.5,9,[22]
36290,3.0,19,"[14, 17]"
36291,1.5,23,"[23, 26, 29]"
36292,2.5,33,"[34, 37]"
36293,4.5,16,"[23, 26]"
36294,2.75,12,"[19, 21]"
36295,2.25,11,"[11, 14]"
36296,3.0,8,"[44, 45]"
36297,2.25,20,"[22, 47]"
36298,2.75,23,[32]
36299,7.5,5,"[23, 26, 29]"
36300,3.25,22,"[26, 29]"
36301,2.75,19,"[11, 14, 17, 32]"
36302,3.5,20,"[23, 26]"
36303,3.0,15,"[18, 19]"
36304,1.25,29,"[33, 36, 39]"
36305,2.0,14,"[27, 38]"
36306,3.75,9,"[13, 16]"
36307,2.25,15,"[18, 31]"
36308,1.25,39,"[15, 27]"
36309,4.75,17,"[15, 19]"
36310,3.5,32,"[34, 37]"
36311,3.25,24,"[13, 16, 19]"
36312,1.75,20,"[34, 37]"
36313,3.75,26,"[35, 42]"
36314,2.25,24,"[11, 14]"
36315,3.0,15,"[16, 19]"
36316,3.5,15,"[33, 47]"
36317,2.75,17,"[23, 26]"
36318,3.75,25,"[13, 16]"
36319,3.5,28,"[23, 26]"
36320,2.75,19,"[36, 47]"
36321,5.0,52,"[23, 46]"
36322,3.25,30,[32]
36323,2.0,13,"[36, 47]"
36324,2.25,18,"[32, 35]"
36325,1.75,37,"[11, 22]"
36326,2.25,12,"[18, 39]"
36327,4.75,14,"[18, 32]"
36328,6.75,17,"[26, 29]"
36329,2.75,11,[38]
36330,3.0,23,"[13, 16, 19]"
36331,3.75,22,"[16, 31]"
36332,4.75,7,"[15, 18]"
36333,4.5,22,"[15, 18]"
36334,3.5,17,"[28, 44]"
36335,2.0,25,"[32, 35]"
36336,3.5,16,"[31, 34]"
36337,3.5,21,"[33, 36, 39]"
36338,3.75,25,[32]
36339,4.0,17,"[11, 14, 21]"
36340,4.0,28,"[19, 39]"
36341,4.0,23,[37]
36342,5.5,8,"[38, 39]"
36343,5.5,12,"[14, 17]"
36344,3.5,10,"[19, 23]"
36345,5.0,18,[36]
36346,2.75,14,[34]
36347,5.75,20,"[25, 28]"
36348,4.5,10,[38]
36349,3.0,17,"[24, 27]"
36350,3.25,18,"[24, 27]"
36351,3.0,13,"[11, 14]"
36352,1.25,32,"[42, 45, 46]"
36353,2.0,15,"[33, 36]"
36354,3.0,17,"[12, 35]"
36355,3.5,22,"[29, 38]"
36356,3.75,13,[17]
36357,3.0,23,"[26, 29]"
36358,3.0,12,"[13, 17]"
36359,2.75,12,"[12, 15, 24]"
36360,2.0,16,"[11, 14]"
36361,2.0,19,"[38, 39]"
36362,4.5,12,"[41, 47]"
36363,4.5,23,[37]
36364,3.0,36,"[34, 37]"
36365,5.0,22,"[26, 29]"
36366,3.0,16,[27]
36367,4.75,8,"[23, 26]"
36368,0.25,27,"[31, 47]"
36369,1.75,19,"[17, 22]"
36370,2.0,14,"[25, 28]"
36371,1.75,17,"[39, 43]"
36372,1.25,19,"[21, 24]"
36373,3.5,11,"[21, 24, 27]"
36374,2.5,9,"[16, 19]"
36375,4.0,46,"[12, 21]"
36376,5.0,19,"[22, 25, 28]"
36377,4.0,16,[27]
36378,5.0,5,[17]
36379,3.5,26,[15]
36380,3.5,23,"[34, 39]"
36381,4.75,6,[14]
36382,2.0,23,"[15, 18]"
36383,3.25,25,"[35, 38]"
36384,3.5,22,"[24, 27]"
36385,3.25,45,[27]
36386,3.5,26,[34]
36387,1.5,10,"[11, 35]"
36388,2.0,38,[34]
36389,3.0,36,"[16, 19]"
36390,1.75,16,"[21, 24]"
36391,5.0,40,"[19, 38]"
36392,3.75,41,[37]
36393,3.5,14,"[23, 26]"
36394,1.5,23,"[16, 19]"
36395,5.0,11,"[32, 35]"
36396,1.75,36,[24]
36397,4.25,16,"[21, 24]"
36398,4.0,12,"[19, 33]"
36399,2.75,17,[32]
36400,4.0,29,"[12, 31]"
36401,3.75,23,[23]
36402,2.25,28,[25]
36403,1.25,9,"[19, 26]"
36404,2.75,14,"[31, 34]"
36405,4.5,18,"[11, 14]"
36406,1.75,37,[32]
36407,1.5,10,"[33, 36]"
36408,5.0,12,"[14, 17]"
36409,1.25,35,"[31, 47]"
36410,2.5,26,"[23, 26]"
36411,3.75,9,"[33, 36]"
36412,6.0,14,"[14, 23, 26]"
36413,1.5,14,"[11, 37]"
36414,2.25,33,"[25, 47]"
36415,2.0,25,"[32, 33]"
36416,3.5,22,"[12, 29]"
36417,5.0,29,"[35, 38]"
36418,6.25,8,"[12, 15, 18]"
36419,5.0,10,"[17, 18]"
36420,1.75,13,"[11, 15]"
36421,2.5,21,"[33, 35]"
36422,3.5,15,"[13, 16]"
36423,1.5,25,"[11, 39]"
36424,2.75,11,"[13, 29]"
36425,1.75,25,[26]
36426,4.75,4,[28]
36427,3.5,12,"[14, 17]"
36428,1.0,12,"[13, 16]"
36429,3.5,35,"[19, 29]"
36430,4.0,7,"[23, 26]"
36431,3.25,46,"[11, 39]"
36432,5.25,28,"[13, 16]"
36433,3.75,34,"[33, 36]"
36434,4.5,7,[16]
36435,4.25,9,[17]
36436,3.75,25,"[12, 15]"
36437,3.5,20,"[26, 29]"
36438,1.75,25,"[14, 17]"
36439,1.0,20,"[43, 47]"
36440,2.0,32,"[23, 45]"
36441,4.5,19,[13]
36442,3.0,36,"[41, 46]"
36443,3.5,16,"[36, 42]"
36444,4.5,21,"[14, 19]"
36445,1.5,36,"[15, 32]"
36446,5.25,17,"[14, 17, 44]"
36447,2.5,28,"[31, 34]"
36448,4.25,14,"[13, 16]"
36449,3.25,22,"[26, 29]"
36450,3.25,32,"[24, 27]"
36451,4.75,9,"[24, 26]"
36452,4.75,8,[26]
36453,4.0,29,"[14, 39]"
36454,3.0,14,[33]
36455,5.0,13,[16]
36456,2.25,27,[36]
36457,4.5,9,[17]
36458,4.0,16,"[35, 38]"
36459,3.25,20,"[14, 17]"
36460,3.0,11,[18]
36461,3.75,9,"[24, 27]"
36462,3.5,11,"[14, 41]"
36463,4.75,12,[16]
36464,2.75,17,"[14, 17]"
36465,1.75,13,"[33, 35]"
36466,2.75,25,"[21, 24, 25]"
36467,2.75,15,"[11, 32]"
36468,3.25,11,"[32, 35]"
36469,3.25,48,"[11, 29]"
36470,5.0,25,[16]
36471,3.5,22,"[23, 26, 29]"
36472,1.5,14,"[11, 41]"
36473,3.5,17,"[26, 29]"
36474,3.75,24,"[26, 29]"
36475,6.5,15,[32]
36476,6.5,2,"[11, 14]"
36477,6.0,5,[28]
36478,4.25,8,"[23, 47]"
36479,4.0,25,"[14, 17]"
36480,2.25,21,"[26, 29]"
36481,2.75,15,"[22, 25]"
36482,1.5,25,"[11, 42]"
36483,2.25,27,"[11, 14]"
36484,1.25,18,"[15, 18]"
36485,3.75,21,"[35, 38]"
36486,5.5,15,"[31, 34]"
36487,3.0,12,"[36, 39]"
36488,4.75,17,"[35, 38]"
36489,3.0,13,[17]
36490,4.5,21,[37]
36491,4.5,17,"[15, 18]"
36492,4.75,29,"[13, 15, 16, 18, 19]"
36493,1.75,18,"[21, 39]"
36494,1.25,21,"[11, 14]"
36495,2.75,18,"[11, 24]"
36496,4.5,15,"[19, 37]"
36497,6.5,18,[23]
36498,2.75,35,"[37, 38]"
36499,3.75,8,"[12, 16]"
36500,3.25,18,"[18, 38]"
36501,4.5,10,"[13, 16]"
36502,2.25,17,"[22, 25, 28]"
36503,3.0,23,"[14, 17]"
36504,2.25,17,"[19, 38]"
36505,4.5,14,[25]
36506,3.25,16,"[13, 16]"
36507,0.75,38,"[41, 44]"
36508,4.0,19,"[11, 14]"
36509,3.25,10,"[13, 16]"
36510,2.5,16,[12]
36511,2.5,24,"[26, 29]"
36512,1.75,20,"[22, 25]"
36513,1.5,18,"[25, 28]"
36514,1.5,41,"[23, 26]"
36515,5.0,10,"[16, 19]"
36516,1.75,24,"[13, 16]"
36517,3.25,23,"[24, 27]"
36518,1.75,21,"[22, 33]"
36519,2.5,50,"[32, 35]"
36520,4.25,21,[32]
36521,4.0,28,"[32, 35, 38]"
36522,1.5,33,"[32, 35]"
36523,7.0,7,[23]
36524,3.5,19,"[12, 15]"
36525,3.5,42,"[16, 19]"
36526,1.0,23,"[29, 31]"
36527,0.75,27,"[23, 34]"
36528,6.25,7,[26]
36529,3.5,11,"[24, 45]"
36530,2.75,15,"[19, 23]"
36531,3.75,28,[37]
36532,3.0,23,[23]
36533,2.25,14,"[25, 28]"
36534,1.75,21,"[31, 46]"
36535,2.75,16,"[25, 26]"
36536,3.5,16,[24]
36537,0.75,6,[13]
36538,5.0,26,[23]
36539,3.25,27,"[12, 27]"
36540,5.0,13,"[32, 35, 38]"
36541,3.25,23,"[11, 44]"
36542,4.25,14,[33]
36543,4.25,19,"[25, 28]"
36544,4.75,30,"[24, 26]"
36545,5.0,16,"[17, 31, 34]"
36546,3.75,5,"[24, 27]"
36547,4.0,24,"[12, 39]"
36548,5.0,11,"[18, 28]"
36549,4.0,20,[17]
36550,2.0,32,"[21, 24]"
36551,3.25,13,"[25, 28]"
36552,2.0,27,[17]
36553,1.25,26,"[31, 42]"
36554,2.0,41,"[32, 42, 46]"
36555,1.75,19,"[11, 14]"
36556,3.5,19,"[11, 46]"
36557,3.75,28,"[26, 29]"
36558,3.75,17,[22]
36559,2.5,15,"[29, 35]"
36560,3.0,17,"[32, 35]"
36561,4.0,8,"[36, 39]"
36562,3.25,41,"[11, 19]"
36563,1.5,14,"[11, 25]"
36564,3.25,19,"[26, 29]"
36565,3.0,9,"[34, 37]"
36566,3.5,20,"[35, 38]"
36567,2.5,18,"[13, 16, 19]"
36568,3.75,28,"[18, 36, 39]"
36569,3.0,14,"[33, 36]"
36570,3.25,18,"[12, 15]"
36571,3.25,11,"[12, 15]"
36572,3.25,8,[16]
36573,2.25,42,"[28, 46]"
36574,2.25,14,"[32, 36]"
36575,3.0,22,"[21, 39]"
36576,1.75,22,[26]
36577,5.25,22,[17]
36578,1.75,22,"[28, 37]"
36579,4.5,33,"[39, 41]"
36580,2.0,42,"[26, 29, 39]"
36581,6.0,15,"[27, 36]"
36582,2.5,32,"[15, 42]"
36583,4.5,9,[12]
36584,3.5,10,"[25, 28]"
36585,4.75,14,"[12, 18]"
36586,2.5,8,"[14, 17]"
36587,1.0,18,"[34, 35, 38]"
36588,3.25,15,"[26, 34]"
36589,1.0,22,"[39, 41]"
36590,2.0,25,[24]
36591,4.75,14,"[36, 39]"
36592,6.5,7,"[22, 26]"
36593,2.0,25,"[26, 29]"
36594,2.5,15,"[23, 47]"
36595,4.75,16,"[35, 38]"
36596,4.5,23,[36]
36597,4.75,10,[26]
36598,5.25,8,"[21, 35]"
36599,2.5,43,"[25, 28]"
36600,5.0,14,"[23, 26, 29]"
36601,2.75,18,"[12, 19]"
36602,2.25,21,[25]
36603,3.5,38,"[39, 42]"
36604,1.5,12,"[29, 42]"
36605,4.25,14,"[19, 23, 26]"
36606,3.5,21,"[15, 19]"
36607,3.0,18,"[23, 41]"
36608,3.25,13,"[21, 45]"
36609,3.5,22,"[35, 38]"
36610,4.75,9,"[22, 41, 47]"
36611,1.75,21,"[32, 39]"
36612,3.0,43,"[23, 26]"
36613,3.75,13,"[31, 34, 38]"
36614,3.25,17,"[32, 35, 38]"
36615,6.75,15,"[13, 16]"
36616,3.5,22,"[31, 34]"
36617,1.0,22,"[15, 18]"
36618,2.25,11,"[23, 26]"
36619,5.5,15,"[14, 17, 32]"
36620,3.25,23,"[23, 26, 29]"
36621,4.0,21,"[33, 36]"
36622,2.0,23,"[18, 45]"
36623,3.5,8,"[14, 17]"
36624,2.75,24,"[11, 14]"
36625,3.0,21,[35]
36626,4.25,17,"[22, 25]"
36627,3.25,20,"[33, 36]"
36628,4.25,15,"[33, 34]"
36629,4.5,19,[26]
36630,5.25,3,[23]
36631,2.25,28,"[11, 14]"
36632,2.0,27,"[14, 17]"
36633,5.0,18,"[12, 15]"
36634,3.5,28,"[33, 36]"
36635,3.25,46,"[22, 41]"
36636,2.5,16,"[35, 38]"
36637,3.25,30,[25]
36638,1.25,20,"[29, 39]"
36639,3.5,15,[27]
36640,3.5,16,"[15, 18, 28]"
36641,6.5,3,[39]
36642,2.25,60,"[31, 34]"
36643,2.0,15,"[24, 27]"
36644,4.75,33,"[32, 39]"
36645,3.0,22,"[13, 16]"
36646,5.0,13,"[14, 17]"
36647,3.25,26,"[26, 32]"
36648,3.0,33,[15]
36649,3.25,35,"[14, 17]"
36650,3.75,12,[13]
36651,4.25,13,"[17, 46]"
36652,4.5,8,[25]
36653,4.75,15,[37]
36654,4.0,26,"[16, 22]"
36655,4.75,19,"[13, 16]"
36656,3.75,5,"[15, 18]"
36657,1.5,17,"[34, 36]"
36658,4.0,16,"[12, 18]"
36659,2.25,18,"[33, 36, 39]"
36660,2.0,25,"[24, 25]"
36661,4.5,53,"[19, 39]"
36662,1.5,26,"[11, 14]"
36663,2.0,30,"[17, 32]"
36664,3.0,16,[34]
36665,4.5,34,"[31, 44]"
36666,2.25,19,"[13, 15]"
36667,1.5,31,"[34, 37]"
36668,2.0,34,"[19, 47]"
36669,4.5,10,"[26, 29]"
36670,3.0,11,"[26, 29]"
36671,4.75,10,"[22, 25]"
36672,3.75,10,"[27, 29]"
36673,4.75,9,"[14, 17]"
36674,5.25,8,"[16, 19]"
36675,1.75,26,"[31, 34]"
36676,4.0,17,"[36, 39]"
36677,4.0,14,"[13, 16]"
36678,3.25,18,"[33, 36]"
36679,4.75,35,"[21, 24]"
36680,3.5,9,"[24, 44]"
36681,3.5,27,"[22, 29]"
36682,1.5,26,"[12, 15]"
36683,3.5,18,"[16, 22]"
36684,2.75,15,"[18, 44]"
36685,2.5,10,"[25, 28]"
36686,2.5,17,"[22, 25, 28]"
36687,2.25,14,"[38, 41]"
36688,4.25,13,"[32, 35]"
36689,1.5,13,"[41, 47]"
36690,5.25,24,[32]
36691,3.0,43,"[39, 46]"
36692,5.25,22,"[24, 37]"
36693,3.5,15,"[36, 39]"
36694,2.25,17,"[13, 44]"
36695,5.0,6,"[28, 41]"
36696,2.0,22,"[22, 25]"
36697,4.5,13,[17]
36698,3.0,16,"[29, 47]"
36699,5.5,18,"[15, 18]"
36700,3.25,22,"[35, 38]"
36701,3.25,29,"[11, 14]"
36702,3.5,19,"[13, 16]"
36703,3.0,30,"[34, 37]"
36704,6.5,18,"[23, 26, 29]"
36705,6.25,7,"[21, 29]"
36706,3.5,13,[18]
36707,4.5,27,"[25, 28]"
36708,3.25,14,"[25, 28]"
36709,2.0,12,[27]
36710,4.75,7,"[13, 16, 19]"
36711,1.5,29,"[34, 37]"
36712,2.0,16,"[21, 24]"
36713,3.5,22,"[15, 18]"
36714,2.0,23,"[12, 45]"
36715,4.5,21,[33]
36716,2.75,14,"[31, 39]"
36717,5.75,10,[15]
36718,3.0,22,[13]
36719,2.25,11,[27]
36720,4.0,7,"[11, 14, 17]"
36721,3.5,17,"[21, 24]"
36722,3.75,16,"[33, 36, 39]"
36723,3.0,43,"[39, 46]"
36724,4.0,23,[35]
36725,3.25,18,"[23, 26]"
36726,4.0,28,"[25, 28]"
36727,4.75,12,"[32, 43]"
36728,3.0,14,[23]
36729,4.75,23,"[22, 25, 28]"
36730,1.75,31,"[23, 26]"
36731,4.0,11,[12]
36732,4.0,26,"[19, 21]"
36733,1.5,30,"[11, 14]"
36734,3.0,18,"[11, 46]"
36735,3.0,59,"[21, 24]"
36736,3.0,16,"[11, 41]"
36737,3.75,13,"[16, 21]"
36738,5.25,11,"[11, 14]"
36739,0.75,38,[13]
36740,4.75,5,[32]
36741,3.75,21,"[23, 26, 29]"
36742,5.0,10,"[24, 27]"
36743,2.75,19,[13]
36744,4.75,16,"[16, 19]"
36745,5.25,7,[35]
36746,3.25,19,"[18, 45]"
36747,5.0,7,"[31, 34]"
36748,4.25,16,"[22, 25]"
36749,2.5,30,"[37, 39]"
36750,2.5,16,"[25, 44]"
36751,1.0,37,"[11, 29]"
36752,2.75,29,"[15, 18]"
36753,1.25,18,"[14, 17]"
36754,1.5,41,"[35, 38]"
36755,3.5,19,"[26, 29]"
36756,1.0,42,"[11, 14, 17]"
36757,2.75,37,"[11, 14]"
36758,4.25,20,"[21, 45]"
36759,4.0,11,"[15, 18]"
36760,1.25,53,"[25, 28]"
36761,4.75,31,"[25, 28]"
36762,5.0,7,"[45, 46]"
36763,3.5,13,"[22, 42]"
36764,3.5,12,"[24, 35]"
36765,5.5,13,[14]
36766,5.0,17,[17]
36767,3.0,13,[13]
36768,2.0,18,[26]
36769,1.5,13,"[35, 38]"
36770,5.0,9,"[33, 47]"
36771,1.5,31,"[13, 16, 19]"
36772,3.5,20,[23]
36773,3.25,13,"[25, 28]"
36774,3.75,16,[17]
36775,3.5,15,"[24, 27, 45]"
36776,2.5,24,"[13, 24]"
36777,2.5,11,[16]
36778,2.5,14,"[24, 27]"
36779,2.5,15,"[31, 34]"
36780,1.25,11,"[15, 35]"
36781,7.0,4,"[33, 36]"
36782,3.5,11,"[33, 36]"
36783,4.25,10,[13]
36784,2.75,20,"[26, 29]"
36785,1.0,44,"[32, 35, 38, 45]"
36786,2.0,16,"[21, 33]"
36787,5.25,6,"[28, 31]"
36788,5.0,12,"[14, 16, 19]"
36789,5.25,8,"[13, 16]"
36790,2.25,12,"[26, 29]"
36791,1.5,19,"[13, 27]"
36792,5.0,18,[37]
36793,3.0,13,[26]
36794,3.75,26,"[13, 16]"
36795,1.0,25,"[39, 47]"
36796,3.0,9,"[38, 45]"
36797,3.75,14,[26]
36798,4.25,6,[34]
36799,4.75,13,"[13, 14]"
36800,3.5,16,[15]
36801,5.0,23,"[12, 15]"
36802,3.75,13,"[33, 36]"
36803,1.5,48,"[11, 29]"
36804,1.75,20,"[22, 29]"
36805,1.5,36,"[22, 25]"
36806,3.25,11,"[33, 36]"
36807,3.5,13,"[45, 46]"
36808,3.0,17,"[33, 36]"
36809,2.0,24,"[21, 31]"
36810,2.0,51,"[11, 43]"
36811,2.25,19,"[33, 36]"
36812,3.5,20,"[11, 18]"
36813,1.25,34,"[22, 25]"
36814,5.0,15,[12]
36815,3.5,25,[15]
36816,4.5,11,"[11, 32, 35]"
36817,7.0,7,[35]
36818,2.75,37,"[11, 12]"
36819,2.25,10,"[12, 42]"
36820,2.5,11,[24]
36821,2.0,17,"[11, 19]"
36822,2.0,38,"[11, 12]"
36823,5.0,15,"[16, 19]"
36824,1.75,32,"[31, 34]"
36825,4.25,12,"[28, 34]"
36826,3.5,28,"[11, 14]"
36827,2.5,23,"[32, 39]"
36828,5.0,22,"[11, 38]"
36829,2.75,24,"[22, 25]"
36830,1.75,17,"[16, 19]"
36831,3.0,27,[24]
36832,1.0,27,"[31, 34, 37]"
36833,1.0,24,"[26, 29]"
36834,4.25,21,"[13, 16]"
36835,5.0,18,"[29, 34]"
36836,5.25,17,"[17, 32]"
36837,3.0,24,[23]
36838,1.25,7,[38]
36839,3.0,9,[27]
36840,4.75,12,"[26, 29]"
36841,4.5,17,"[23, 26]"
36842,3.5,5,[22]
36843,5.5,3,[17]
36844,3.5,22,"[15, 29]"
36845,1.75,24,[16]
36846,1.5,13,"[37, 41]"
36847,3.25,26,[16]
36848,3.25,14,"[38, 46]"
36849,3.0,20,"[15, 18]"
36850,2.5,31,"[11, 14]"
36851,4.0,29,"[21, 37]"
36852,2.25,42,"[31, 34, 39]"
36853,6.75,14,"[15, 18]"
36854,2.25,27,"[12, 43]"
36855,3.5,20,"[33, 47]"
36856,3.5,4,"[33, 36]"
36857,1.5,35,"[22, 31]"
36858,3.25,35,"[25, 28]"
36859,3.25,15,"[16, 19]"
36860,1.75,17,"[21, 41]"
36861,3.75,33,[23]
36862,3.5,12,"[15, 18]"
36863,4.5,21,"[24, 27]"
36864,3.0,18,"[15, 18]"
36865,5.0,13,"[21, 24]"
36866,2.0,21,"[28, 33]"
36867,3.25,11,"[33, 45]"
36868,4.25,20,"[39, 44]"
36869,4.0,16,"[26, 29]"
36870,5.25,18,"[31, 33, 36, 39]"
36871,3.25,25,"[31, 34]"
36872,1.5,31,"[31, 42]"
36873,4.0,19,"[11, 14, 43]"
36874,3.5,25,"[22, 25]"
36875,2.5,24,"[32, 45, 46]"
36876,5.0,41,"[37, 39]"
36877,4.5,9,"[34, 37]"
36878,6.25,15,[23]
36879,6.5,9,"[14, 17]"
36880,3.0,21,"[11, 14, 17]"
36881,3.5,18,"[32, 33]"
36882,5.0,8,"[14, 17]"
36883,5.0,26,"[12, 31]"
36884,5.75,21,"[11, 31]"
36885,2.0,23,[23]
36886,3.5,19,[12]
36887,4.25,8,"[25, 28]"
36888,3.25,20,[33]
36889,7.0,8,"[33, 36]"
36890,3.5,10,[33]
36891,4.5,15,"[21, 24, 27]"
36892,5.0,12,[25]
36893,5.0,6,"[13, 16]"
36894,3.75,28,"[11, 14]"
36895,4.0,10,"[31, 34]"
36896,5.25,13,"[28, 41]"
36897,3.25,16,[37]
36898,2.0,24,"[11, 39]"
36899,1.25,38,"[18, 35]"
36900,2.5,13,"[34, 37]"
36901,3.0,14,"[13, 16]"
36902,3.25,25,"[21, 24]"
36903,3.75,13,"[11, 36]"
36904,4.5,8,[37]
36905,1.0,11,"[36, 39]"
36906,1.25,27,"[32, 35]"
36907,1.5,13,[23]
36908,4.75,16,"[26, 29]"
36909,4.5,11,"[23, 26]"
36910,4.5,12,"[33, 44]"
36911,3.25,10,[38]
36912,3.75,14,"[24, 27, 32]"
36913,3.25,12,"[14, 17]"
36914,4.0,21,"[26, 29]"
36915,2.5,21,"[39, 42]"
36916,1.5,18,"[21, 31]"
36917,3.75,13,[17]
36918,1.75,16,"[12, 41]"
36919,2.5,20,"[21, 24]"
36920,1.75,9,"[22, 25]"
36921,4.25,34,[32]
36922,4.0,36,"[21, 41]"
36923,3.5,15,"[21, 24]"
36924,2.25,23,"[17, 24]"
36925,2.5,10,"[31, 34]"
36926,3.0,9,"[31, 34]"
36927,3.25,34,[15]
36928,5.25,23,"[16, 17]"
36929,4.5,24,[16]
36930,3.5,12,"[11, 28]"
36931,3.0,19,"[33, 36]"
36932,6.75,18,[26]
36933,0.75,28,"[12, 19]"
36934,3.5,53,"[36, 39]"
36935,3.75,10,"[12, 15]"
36936,1.0,24,"[12, 15]"
36937,3.75,10,"[34, 45]"
36938,3.5,17,"[13, 16]"
36939,1.5,12,"[21, 24]"
36940,3.25,14,[34]
36941,4.75,11,[23]
36942,3.5,20,"[14, 21]"
36943,2.75,17,"[12, 44]"
36944,1.75,31,"[23, 35]"
36945,1.25,24,"[29, 45]"
36946,3.5,9,"[34, 37]"
36947,5.25,14,"[29, 38]"
36948,2.5,23,"[29, 42]"
36949,2.75,18,[23]
36950,2.25,17,"[11, 13]"
36951,5.0,30,"[32, 35]"
36952,2.75,24,[25]
36953,5.0,32,"[18, 32]"
36954,1.75,26,"[32, 37]"
36955,2.25,49,"[23, 26, 29]"
36956,3.5,30,[17]
36957,6.25,10,[37]
36958,5.25,23,[16]
36959,3.5,10,"[38, 46]"
36960,4.5,22,[12]
36961,3.5,10,"[13, 16]"
36962,3.75,16,"[31, 34]"
36963,2.25,17,"[21, 23]"
36964,1.5,26,"[31, 34]"
36965,6.5,9,"[27, 34, 37]"
36966,3.5,7,"[12, 15]"
36967,2.25,8,"[22, 25]"
36968,4.0,16,"[11, 14]"
36969,3.5,17,"[25, 28]"
36970,2.0,43,"[36, 39]"
36971,3.25,8,"[14, 17]"
36972,1.75,24,"[22, 29]"
36973,2.0,36,"[14, 17]"
36974,1.75,18,"[33, 36]"
36975,6.25,11,"[42, 46]"
36976,3.75,23,[12]
36977,2.75,24,"[33, 36]"
36978,3.25,16,"[13, 16]"
36979,3.25,15,"[12, 43]"
36980,5.0,5,[18]
36981,2.25,31,"[26, 29]"
36982,5.0,26,"[24, 45]"
36983,1.5,10,[13]
36984,5.5,33,[24]
36985,3.0,9,"[15, 47]"
36986,3.5,25,"[11, 22]"
36987,2.25,26,"[15, 18]"
36988,3.5,35,"[33, 36, 39]"
36989,2.0,23,"[21, 24]"
36990,2.0,12,"[15, 18]"
36991,3.25,35,"[21, 24]"
36992,2.25,31,"[14, 32]"
36993,3.5,11,"[28, 29]"
36994,3.25,22,"[12, 15]"
36995,3.0,20,"[39, 42]"
36996,3.5,8,"[12, 15]"
36997,1.75,26,"[34, 37]"
36998,2.5,11,[44]
36999,6.5,18,"[31, 34]"
37000,1.75,43,[34]
37001,3.75,10,[32]
37002,4.75,10,[22]
37003,1.75,19,"[19, 39]"
37004,1.25,37,"[29, 45]"
37005,2.5,19,[23]
37006,4.0,12,"[21, 24]"
37007,3.0,12,"[16, 19]"
37008,3.5,24,"[14, 17]"
37009,2.75,15,[32]
37010,6.0,20,[35]
37011,5.25,33,"[27, 37]"
37012,3.5,20,"[22, 25]"
37013,2.0,17,"[16, 19]"
37014,3.5,41,"[14, 17]"
37015,5.0,6,"[23, 26, 29]"
37016,5.25,10,"[31, 37]"
37017,2.75,12,"[31, 34]"
37018,3.25,23,"[21, 44]"
37019,6.75,3,"[25, 28]"
37020,5.0,11,"[18, 31]"
37021,3.25,42,"[19, 47]"
37022,4.5,7,"[22, 25]"
37023,1.5,52,"[21, 43, 46]"
37024,3.75,12,"[22, 38]"
37025,6.25,8,"[13, 15, 16, 18, 19]"
37026,5.0,22,"[21, 24]"
37027,3.25,18,"[31, 34]"
37028,2.75,7,[33]
37029,1.5,23,[31]
37030,2.0,40,"[32, 35]"
37031,2.75,36,"[39, 43, 47]"
37032,5.5,42,[26]
37033,3.25,16,[32]
37034,2.5,9,"[35, 38]"
37035,2.0,10,"[24, 27]"
37036,3.75,24,"[25, 28]"
37037,6.0,11,"[32, 35]"
37038,4.5,10,"[18, 43]"
37039,2.0,23,"[36, 39]"
37040,2.0,20,"[31, 37]"
37041,3.0,19,[32]
37042,1.25,19,"[44, 47]"
37043,4.0,8,[14]
37044,3.0,17,"[22, 25, 28]"
37045,6.25,21,"[26, 29]"
37046,3.25,30,"[24, 27]"
37047,3.25,25,"[15, 21]"
37048,2.75,25,"[41, 47]"
37049,3.5,39,"[15, 18]"
37050,4.25,22,[32]
37051,3.5,33,"[11, 38]"
37052,5.75,17,[36]
37053,3.25,11,"[29, 47]"
37054,2.5,15,"[12, 15, 18]"
37055,1.75,16,"[24, 27]"
37056,2.75,17,"[29, 34]"
37057,3.5,15,"[25, 39]"
37058,3.75,18,"[22, 25, 32]"
37059,2.75,32,[17]
37060,0.5,28,"[38, 43]"
37061,1.5,26,"[24, 27]"
37062,3.25,13,"[15, 18]"
37063,4.5,20,"[26, 29]"
37064,3.25,32,[16]
37065,4.75,17,"[11, 32]"
37066,2.5,25,"[28, 43]"
37067,1.75,35,"[11, 12]"
37068,1.75,15,"[28, 29]"
37069,3.5,18,"[16, 19]"
37070,2.0,17,"[11, 32]"
37071,2.25,16,"[11, 14, 17, 23]"
37072,1.25,28,"[22, 25]"
37073,3.25,27,"[21, 24, 46]"
37074,5.25,13,"[19, 42]"
37075,1.5,25,[17]
37076,2.0,36,"[31, 46]"
37077,2.25,26,"[39, 42, 43]"
37078,3.75,23,"[32, 35]"
37079,2.75,23,"[41, 43]"
